IB Offset,Index,Index + Base,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 0,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 1,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 2,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 3,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 0,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 1,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 2,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 3,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 0,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 1,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 2,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 3,3 - TEXCOORD0 (R16G16_FLOAT) : Component 0,3 - TEXCOORD0 (R16G16_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 0,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 2,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 3,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 0,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 1,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 2,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 3,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 0,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 1,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 2,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 3,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 0,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 1,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 2,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 3,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 0,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 1,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 2,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 3
0,0,0,3.9629,1.0000,-12.0000,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.0841,1.0000,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079
1,1,1,3.9629,5.0000,-12.0000,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.0841,0.0000,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079,2052.2454,0.0079
2,2,2,3.9629,5.0000,-15.6563,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9985,0.0000,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079
3,3,3,3.9629,1.0000,-15.6563,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9985,1.0000,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079
4,0,0,3.9629,1.0000,-12.0000,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.0841,1.0000,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079
5,2,2,3.9629,5.0000,-15.6563,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9985,0.0000,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079,2052.2454,0.0079,0.0078,0.0079
6,4,4,-3.9629,1.0000,-15.6563,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.9985,1.0000,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079
7,5,5,-3.9629,5.0000,-15.6563,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.9985,0.0000,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079,2060.2454,0.0079
8,6,6,-3.9629,5.0000,-12.0000,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0841,0.0000,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079
9,7,7,-3.9629,1.0000,-12.0000,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0841,1.0000,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079,0.0079,0.0079,0.0078,0.0079
10,4,4,-3.9629,1.0000,-15.6563,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.9985,1.0000,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079
11,6,6,-3.9629,5.0000,-12.0000,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0841,0.0000,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079,2060.2454,0.0079,0.0079,0.0079
12,8,8,3.9629,1.0000,-12.0000,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.0843,0.0773,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079
13,9,9,3.9629,1.0000,-15.6563,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.0773,0.0078,0.0079,-0.4165,0.0079,0.0078,0.0079,-0.4165,0.0079,0.0078,0.0079,-0.4165,0.0079,0.0078,0.0079,-0.4165,0.0079,0.0078,0.0079,-0.4165,0.0079
14,10,10,3.9629,-1.7080,-15.6563,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.7544,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079
15,11,11,3.9629,-1.7080,-12.0000,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.0843,0.7544,-0.4165,0.0079,0.0079,0.0079,-0.4165,0.0079,0.0079,0.0079,-0.4165,0.0079,0.0079,0.0079,-0.4165,0.0079,0.0079,0.0079,-0.4165,0.0079,0.0079,0.0079
16,8,8,3.9629,1.0000,-12.0000,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.0843,0.0773,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079,0.0078,0.0079
17,10,10,3.9629,-1.7080,-15.6563,1.0000,-1.0000,0.0000,0.0000,0.0000,127,255,127,0,0.9990,0.7544,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079,-0.4165,0.0079
18,12,12,-3.9629,1.0000,-15.6563,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.9990,0.0773,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079
19,13,13,-3.9629,1.0000,-12.0000,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0843,0.0773,0.0079,0.0079,-0.4175,0.0079,0.0079,0.0079,-0.4175,0.0079,0.0079,0.0079,-0.4175,0.0079,0.0079,0.0079,-0.4175,0.0079,0.0079,0.0079,-0.4175,0.0079
20,14,14,-3.9629,-1.7080,-12.0000,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0843,0.7544,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079
21,15,15,-3.9629,-1.7080,-15.6563,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.9990,0.7544,-0.4175,0.0079,-1.9357,0.0079,-0.4175,0.0079,-1.9357,0.0079,-0.4175,0.0079,-1.9357,0.0079,-0.4175,0.0079,-1.9357,0.0079,-0.4175,0.0079,-1.9357,0.0079
22,12,12,-3.9629,1.0000,-15.6563,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.9990,0.0773,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079
23,14,14,-3.9629,-1.7080,-12.0000,1.0000,1.0000,0.0000,0.0000,0.0000,127,255,127,255,0.0843,0.7544,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079,-0.4175,0.0079
24,16,16,-4.0000,-1.9912,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.4990,-0.0010,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079
25,17,17,-4.0000,-1.0371,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.4990,-0.2629,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079
26,18,18,-4.6719,-1.9912,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.3293,-0.0010,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079
27,18,18,-4.6719,-1.9912,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.3293,-0.0010,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079,-1.9357,0.0079,-0.0135,0.0079
28,17,17,-4.0000,-1.0371,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.4990,-0.2629,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079
29,19,19,-6.0000,-1.0898,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.0010,-0.2483,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079
30,17,17,-4.0000,-1.0371,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.4990,-0.2629,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079,-0.0102,0.0079,-1.9357,0.0079
31,20,20,-6.0000,-1.0371,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.0010,-0.2629,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079
32,19,19,-6.0000,-1.0898,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.0010,-0.2483,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079,-0.0135,0.0079,-0.0102,0.0079
33,20,20,-6.0000,-1.0371,-12.0000,1.0000,0.0000,0.0000,1.0000,0.0000,127,255,127,255,0.0010,-0.2629,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079,-0.0102,0.0079,-0.0000,0.0079
