IB Offset,Index,Index + Base,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 0,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 1,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 2,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 3,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 0,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 1,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 2,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 3,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 0,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 1,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 2,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 3,3 - TEXCOORD0 (R16G16_FLOAT) : Component 0,3 - TEXCOORD0 (R16G16_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 0,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 2,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 3,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 0,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 1,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 2,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 3,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 0,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 1,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 2,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 3,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 0,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 1,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 2,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 3,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 0,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 1,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 2,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 3
0,0,0,-10.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
1,1,1,-12.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.5000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
2,2,2,-12.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
3,3,3,-10.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
4,0,0,-10.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
5,2,2,-12.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
6,4,4,-8.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
7,0,0,-10.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
8,3,3,-10.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
9,5,5,-8.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
10,4,4,-8.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
11,3,3,-10.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
12,6,6,-6.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
13,4,4,-8.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
14,5,5,-8.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
15,7,7,-6.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
16,6,6,-6.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
17,5,5,-8.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
18,8,8,-4.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-0.5000,-1.5000,0.0000,0.0079,0.0000,0.0078,0.0000,0.0079,0.0000,0.0078,0.0000,0.0079,0.0000,0.0078,0.0000,0.0079,0.0000,0.0078,0.0000,0.0079,0.0000,0.0078
19,6,6,-6.0000,0.0000,-8.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,-1.5000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
20,7,7,-6.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
21,2,2,-12.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
22,9,9,-12.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.5000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
23,3,3,-10.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
24,9,9,-12.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.5000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
25,10,10,-10.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
26,3,3,-10.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
27,10,10,-10.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
28,11,11,-8.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
29,3,3,-10.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
30,11,11,-8.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
31,5,5,-8.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
32,3,3,-10.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-2.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
33,11,11,-8.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
34,12,12,-6.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
35,5,5,-8.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
36,12,12,-6.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
37,7,7,-6.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
38,5,5,-8.0000,0.0000,-6.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.5000,-1.0000,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079,0.0000,0.0079
39,12,12,-6.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,-1.0000,0.5000,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078,0.0000,0.0078
