IB Offset,Index,Index + Base,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 0,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 1,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 2,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 3,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 0,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 1,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 2,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 3,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 0,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 1,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 2,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 3,3 - TEXCOORD0 (R16G16_FLOAT) : Component 0,3 - TEXCOORD0 (R16G16_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 0,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 2,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 3,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 0,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 1,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 2,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 3,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 0,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 1,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 2,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 3,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 0,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 1,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 2,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 3,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 0,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 1,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 2,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 3
0,0,0,-10.703,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.176,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
1,1,1,-10.703,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.176,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
2,2,2,-10.000,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.000,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
3,1,1,-10.703,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.176,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
4,3,3,-10.000,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.000,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
5,2,2,-10.000,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.000,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
6,3,3,-10.000,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.000,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
7,4,4,-8.000,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-1.500,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
8,2,2,-10.000,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.000,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
9,4,4,-8.000,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-1.500,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
10,5,5,-8.000,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-1.500,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
11,2,2,-10.000,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-2.000,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
12,6,6,-6.000,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-1.000,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
13,5,5,-8.000,0.000,-12.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-1.500,-1.500,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
14,4,4,-8.000,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-1.500,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
15,7,7,-6.000,0.000,-10.000,1.000,0.000,1.000,0.000,0.000,127,127,0,255,-1.000,-1.000,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008,-0.000,0.008
