IB Offset,Index,Index + Base,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 0,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 1,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 2,0 - POSITION0 (R16G16B16A16_FLOAT) : Component 3,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 0,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 1,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 2,1 - NORMAL0 (R16G16B16A16_FLOAT) : Component 3,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 0,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 1,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 2,2 - BINORMAL0 (R8G8B8A8_UNORM) : Component 3,3 - TEXCOORD0 (R16G16_FLOAT) : Component 0,3 - TEXCOORD0 (R16G16_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 0,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 1,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 2,4 - COLOR0 (R32G32B32A32_FLOAT) : Component 3,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 0,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 1,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 2,5 - COLOR1 (R32G32B32A32_FLOAT) : Component 3,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 0,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 1,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 2,6 - TEXCOORD4 (R32G32B32A32_FLOAT) : Component 3,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 0,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 1,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 2,7 - TEXCOORD5 (R32G32B32A32_FLOAT) : Component 3,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 0,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 1,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 2,8 - TANGENT0 (R32G32B32A32_FLOAT) : Component 3
0,0,0,3.8008,-1.5000,-14.9141,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,1.1113,-1.7559,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079
1,1,1,2.9180,-1.5000,-15.7969,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,0.8530,-2.0137,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079
2,2,2,3.8027,-1.5000,-12.1016,1.0000,0.0000,1.0000,-0.0000,0.0000,127,127,0,255,1.1123,-0.9331,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079
3,1,1,2.9180,-1.5000,-15.7969,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,0.8530,-2.0137,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079
4,3,3,2.0254,-1.5000,-12.1016,1.0000,0.0000,1.0000,-0.0000,0.0000,127,127,0,255,0.5923,-0.9331,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079
5,2,2,3.8027,-1.5000,-12.1016,1.0000,0.0000,1.0000,-0.0000,0.0000,127,127,0,255,1.1123,-0.9331,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079,-0.1253,0.0079,-0.1252,0.0079
6,1,1,2.9180,-1.5000,-15.7969,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,0.8530,-2.0137,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079,-0.1253,0.0079
7,4,4,0.0000,-1.5000,-15.7969,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,0.0000,-2.0137,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079
8,3,3,2.0254,-1.5000,-12.1016,1.0000,0.0000,1.0000,-0.0000,0.0000,127,127,0,255,0.5923,-0.9331,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079,-0.1252,0.0079,-0.1255,0.0079
9,4,4,0.0000,-1.5000,-15.7969,1.0000,0.0000,1.0000,0.0000,0.0000,127,127,0,255,0.0000,-2.0137,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079,-0.1255,0.0079
